Site identification,Year,Transect,Quadrat,Species Common Name,Count
6,1997,6.5,23.3,Littleneck Clam,0
6,1997,6.5,23.3,Manila Clam,0
6,1997,6.5,23.3,Varnish Clam,0
6,1997,10.5,-18.4,Manila Clam,7
6,1997,10.5,-18.3,Butter Clam,17
6,1997,10.5,-18.3,Littleneck Clam,94
6,1997,10.5,-18.3,Varnish Clam,0
6,1997,10.5,-6.2,Butter Clam,6
6,1997,10.5,-6.2,Littleneck Clam,27
6,1997,10.5,-6.2,Manila Clam,58
6,1997,10.5,-6.2,Varnish Clam,0
6,1997,10.5,18.3,Manila Clam,6
6,1997,10.5,18.4,Butter Clam,0
6,1997,10.5,18.4,Littleneck Clam,0
6,1997,10.5,18.4,Varnish Clam,0
6,1997,18.3,-21.3,Butter Clam,2
6,1997,18.3,-21.3,Littleneck Clam,40
6,1997,18.3,-21.3,Manila Clam,12
6,1997,18.3,-21.3,Varnish Clam,0
6,1997,18.3,-14,Butter Clam,26
6,1997,18.3,-14,Littleneck Clam,93
6,1997,18.3,-14,Manila Clam,32
6,1997,18.3,-14,Varnish Clam,0
6,1997,18.3,4.2,Butter Clam,1
6,1997,18.3,4.2,Littleneck Clam,16
6,1997,18.3,4.2,Manila Clam,9
6,1997,18.3,4.2,Varnish Clam,0
6,1997,20.9,-5.9,Butter Clam,2
6,1997,20.9,-5.9,Littleneck Clam,68
6,1997,20.9,-5.9,Manila Clam,32
6,1997,20.9,-5.9,Varnish Clam,0
6,1997,20.9,-0.7,Butter Clam,1
6,1997,20.9,-0.7,Littleneck Clam,12
6,1997,20.9,-0.7,Manila Clam,58
6,1997,20.9,-0.7,Varnish Clam,0
6,1997,20.9,8.5,Butter Clam,0
6,1997,20.9,8.5,Littleneck Clam,1
6,1997,20.9,8.5,Manila Clam,12
6,1997,20.9,8.5,Varnish Clam,0
6,1997,33.8,-10.2,Butter Clam,9
6,1997,33.8,-10.2,Littleneck Clam,33
6,1997,33.8,-10.2,Manila Clam,7
6,1997,33.8,-10.2,Varnish Clam,0
6,1997,33.8,-5.1,Butter Clam,34
6,1997,33.8,-5.1,Littleneck Clam,88
6,1997,33.8,-5.1,Manila Clam,30
6,1997,33.8,-5.1,Varnish Clam,0
6,1997,33.8,-1.8,Butter Clam,18
6,1997,33.8,-1.8,Littleneck Clam,84
6,1997,33.8,-1.8,Manila Clam,18
6,1997,33.8,-1.8,Varnish Clam,0
7,1997,5.6,-20.6,Butter Clam,0
7,1997,5.6,-20.6,Littleneck Clam,0
7,1997,5.6,-20.6,Manila Clam,0
7,1997,5.6,-20.6,Varnish Clam,0
7,1997,5.6,-5.4,Butter Clam,0
7,1997,5.6,-5.4,Littleneck Clam,0
7,1997,5.6,-5.4,Manila Clam,0
7,1997,5.6,-5.4,Varnish Clam,0
7,1997,5.6,28.6,Butter Clam,0
7,1997,5.6,28.6,Littleneck Clam,0
7,1997,5.6,28.6,Manila Clam,0
7,1997,5.6,28.6,Varnish Clam,0
7,1997,10.5,-3,Butter Clam,0
7,1997,10.5,-3,Littleneck Clam,0
7,1997,10.5,-3,Manila Clam,0
7,1997,10.5,-3,Varnish Clam,0
7,1997,10.5,4.7,Butter Clam,0
7,1997,10.5,4.7,Littleneck Clam,0
7,1997,10.5,4.7,Manila Clam,0
7,1997,10.5,4.7,Varnish Clam,0
7,1997,10.5,6.8,Butter Clam,0
7,1997,10.5,6.8,Littleneck Clam,0
7,1997,10.5,6.8,Manila Clam,0
7,1997,10.5,6.8,Varnish Clam,0
7,1997,28.9,-8.2,Butter Clam,0
7,1997,28.9,-8.2,Littleneck Clam,0
7,1997,28.9,-8.2,Manila Clam,0
7,1997,28.9,-8.2,Varnish Clam,0
7,1997,28.9,7.6,Butter Clam,0
7,1997,28.9,7.6,Littleneck Clam,0
7,1997,28.9,7.6,Manila Clam,0
7,1997,28.9,7.6,Varnish Clam,0
7,1997,28.9,25.7,Butter Clam,0
7,1997,28.9,25.7,Littleneck Clam,0
7,1997,28.9,25.7,Manila Clam,0
7,1997,28.9,25.7,Varnish Clam,0
7,1997,42.3,-0.6,Butter Clam,0
7,1997,42.3,-0.6,Littleneck Clam,2
7,1997,42.3,-0.6,Manila Clam,0
7,1997,42.3,-0.6,Varnish Clam,0
7,1997,42.3,2.9,Butter Clam,0
7,1997,42.3,2.9,Littleneck Clam,0
7,1997,42.3,2.9,Manila Clam,0
7,1997,42.3,2.9,Varnish Clam,0
7,1997,42.3,14.1,Butter Clam,0
7,1997,42.3,14.1,Littleneck Clam,0
7,1997,42.3,14.1,Manila Clam,0
7,1997,42.3,14.1,Varnish Clam,0
7,1997,65.6,-6.5,Butter Clam,0
7,1997,65.6,-6.5,Littleneck Clam,18
7,1997,65.6,-6.5,Manila Clam,0
7,1997,65.6,-6.5,Varnish Clam,0
7,1997,65.6,-4.4,Butter Clam,0
7,1997,65.6,-4.4,Littleneck Clam,3
7,1997,65.6,-4.4,Manila Clam,0
7,1997,65.6,-4.4,Varnish Clam,0
7,1997,65.6,2.2,Butter Clam,0
7,1997,65.6,2.2,Littleneck Clam,0
7,1997,65.6,2.2,Manila Clam,0
7,1997,65.6,2.2,Varnish Clam,0
4,1998,5.6,-18.7,Butter Clam,0
4,1998,5.6,-18.7,Littleneck Clam,0
4,1998,5.6,-18.7,Manila Clam,0
4,1998,5.6,-18.7,Varnish Clam,0
4,1998,5.6,3.3,Butter Clam,0
4,1998,5.6,3.3,Littleneck Clam,0
4,1998,5.6,3.3,Manila Clam,0
4,1998,5.6,3.3,Varnish Clam,0
4,1998,5.6,26.2,Butter Clam,0
4,1998,5.6,26.2,Littleneck Clam,0
4,1998,5.6,26.2,Manila Clam,0
4,1998,5.6,26.2,Varnish Clam,0
4,1998,10.5,-26.9,Butter Clam,0
4,1998,10.5,-26.9,Littleneck Clam,4
4,1998,10.5,-26.9,Manila Clam,0
4,1998,10.5,-26.9,Varnish Clam,0
4,1998,10.5,11.6,Butter Clam,0
4,1998,10.5,11.6,Littleneck Clam,0
4,1998,10.5,11.6,Manila Clam,0
4,1998,10.5,11.6,Varnish Clam,0
4,1998,10.5,23.8,Butter Clam,0
4,1998,10.5,23.8,Littleneck Clam,0
4,1998,10.5,23.8,Manila Clam,0
4,1998,10.5,23.8,Varnish Clam,0
4,1998,18.3,-24.1,Butter Clam,0
4,1998,18.3,-24.1,Littleneck Clam,4
4,1998,18.3,-24.1,Manila Clam,0
4,1998,18.3,-24.1,Varnish Clam,0
4,1998,18.3,-20.9,Butter Clam,0
4,1998,18.3,-20.9,Littleneck Clam,2
4,1998,18.3,-20.9,Manila Clam,0
4,1998,18.3,-20.9,Varnish Clam,0
4,1998,18.3,29.3,Butter Clam,0
4,1998,18.3,29.3,Littleneck Clam,0
4,1998,18.3,29.3,Manila Clam,0
4,1998,18.3,29.3,Varnish Clam,0
4,1998,34.5,-16,Butter Clam,0
4,1998,34.5,-16,Littleneck Clam,1
4,1998,34.5,-16,Manila Clam,0
4,1998,34.5,-16,Varnish Clam,0
4,1998,34.5,-8.7,Butter Clam,4
4,1998,34.5,-8.7,Littleneck Clam,1
4,1998,34.5,-8.7,Manila Clam,3
4,1998,34.5,-8.7,Varnish Clam,0
4,1998,34.5,19.8,Butter Clam,0
4,1998,34.5,19.8,Littleneck Clam,0
4,1998,34.5,19.8,Manila Clam,0
4,1998,34.5,19.8,Varnish Clam,0
4,1998,42.3,-19.8,Butter Clam,0
4,1998,42.3,-19.8,Littleneck Clam,1
4,1998,42.3,-19.8,Manila Clam,0
4,1998,42.3,-19.8,Varnish Clam,0
4,1998,42.3,5.3,Butter Clam,0
4,1998,42.3,5.3,Littleneck Clam,3
4,1998,42.3,5.3,Manila Clam,1
4,1998,42.3,5.3,Varnish Clam,0
4,1998,42.3,8.7,Butter Clam,0
4,1998,42.3,8.7,Littleneck Clam,3
4,1998,42.3,8.7,Manila Clam,1
4,1998,42.3,8.7,Varnish Clam,0
5,1998,7.3,-9.4,Butter Clam,0
5,1998,7.3,-9.4,Littleneck Clam,1
5,1998,7.3,-9.4,Manila Clam,2
5,1998,7.3,-9.4,Varnish Clam,0
5,1998,7.3,-6.9,Butter Clam,0
5,1998,7.3,-6.9,Littleneck Clam,2
5,1998,7.3,-6.9,Manila Clam,0
5,1998,7.3,-6.9,Varnish Clam,0
5,1998,7.3,7.8,Butter Clam,0
5,1998,7.3,7.8,Littleneck Clam,0
5,1998,7.3,7.8,Manila Clam,0
5,1998,7.3,7.8,Varnish Clam,0
5,1998,18.3,-8.2,Butter Clam,0
5,1998,18.3,-8.2,Littleneck Clam,0
5,1998,18.3,-8.2,Manila Clam,36
5,1998,18.3,-8.2,Varnish Clam,0
5,1998,18.3,-0.5,Butter Clam,0
5,1998,18.3,-0.5,Littleneck Clam,19
5,1998,18.3,-0.5,Manila Clam,72
5,1998,18.3,-0.5,Varnish Clam,0
5,1998,18.3,2,Butter Clam,0
5,1998,18.3,2,Littleneck Clam,2
5,1998,18.3,2,Manila Clam,11
5,1998,18.3,2,Varnish Clam,0
5,1998,22.8,-6.8,Butter Clam,0
5,1998,22.8,-6.8,Littleneck Clam,1
5,1998,22.8,-6.8,Manila Clam,43
5,1998,22.8,-6.8,Varnish Clam,0
5,1998,22.8,4.5,Butter Clam,0
5,1998,22.8,4.5,Littleneck Clam,11
5,1998,22.8,4.5,Manila Clam,91
5,1998,22.8,4.5,Varnish Clam,0
5,1998,22.8,6.3,Butter Clam,0
5,1998,22.8,6.3,Littleneck Clam,2
5,1998,22.8,6.3,Manila Clam,66
5,1998,22.8,6.3,Varnish Clam,0
5,1998,34.5,-1.1,Butter Clam,0
5,1998,34.5,-1.1,Littleneck Clam,0
5,1998,34.5,-1.1,Manila Clam,39
5,1998,34.5,-1.1,Varnish Clam,0
5,1998,34.5,0.49,Butter Clam,0
5,1998,34.5,0.49,Littleneck Clam,0
5,1998,34.5,0.49,Manila Clam,15
5,1998,34.5,0.49,Varnish Clam,0
5,1998,34.5,5.1,Butter Clam,0
5,1998,34.5,5.1,Littleneck Clam,1
5,1998,34.5,5.1,Manila Clam,14
5,1998,34.5,5.1,Varnish Clam,0
5,1998,46.7,0.9,Butter Clam,0
5,1998,46.7,0.9,Littleneck Clam,6
5,1998,46.7,0.9,Manila Clam,29
5,1998,46.7,0.9,Varnish Clam,0
5,1998,46.7,3.1,Butter Clam,0
5,1998,46.7,3.1,Littleneck Clam,5
5,1998,46.7,3.1,Littleneck Clam,2
5,1998,46.7,3.1,Manila Clam,69
5,1998,46.7,3.1,Manila Clam,27
5,1998,46.7,3.1,Varnish Clam,0
7,1998,9.9,-4.5,Butter Clam,0
7,1998,9.9,-4.5,Littleneck Clam,4
7,1998,9.9,-4.5,Manila Clam,0
7,1998,9.9,-4.5,Varnish Clam,0
7,1998,9.9,2.8,Butter Clam,0
7,1998,9.9,2.8,Littleneck Clam,0
7,1998,9.9,2.8,Manila Clam,0
7,1998,9.9,2.8,Varnish Clam,0
7,1998,9.9,9.7,Butter Clam,0
7,1998,9.9,9.7,Littleneck Clam,0
7,1998,9.9,9.7,Manila Clam,0
7,1998,9.9,9.7,Varnish Clam,0
7,1998,18.8,-6.3,Butter Clam,0
7,1998,18.8,-6.3,Littleneck Clam,17
7,1998,18.8,-6.3,Manila Clam,1
7,1998,18.8,-6.3,Varnish Clam,0
7,1998,18.8,2.5,Butter Clam,0
7,1998,18.8,2.5,Littleneck Clam,0
7,1998,18.8,2.5,Manila Clam,0
7,1998,18.8,2.5,Varnish Clam,0
7,1998,18.8,4,Butter Clam,0
7,1998,18.8,4,Littleneck Clam,0
7,1998,18.8,4,Manila Clam,0
7,1998,18.8,4,Varnish Clam,0
7,1998,34.5,-9.2,Butter Clam,0
7,1998,34.5,-9.2,Littleneck Clam,0
7,1998,34.5,-9.2,Manila Clam,0
7,1998,34.5,-9.2,Varnish Clam,0
7,1998,34.5,-0.3,Butter Clam,0
7,1998,34.5,-0.3,Littleneck Clam,2
7,1998,34.5,-0.3,Manila Clam,6
7,1998,34.5,-0.3,Varnish Clam,0
7,1998,34.5,2.6,Butter Clam,0
7,1998,34.5,2.6,Littleneck Clam,0
7,1998,34.5,2.6,Manila Clam,0
7,1998,34.5,2.6,Varnish Clam,0
7,1998,61.3,-0.7,Butter Clam,0
7,1998,61.3,-0.7,Littleneck Clam,4
7,1998,61.3,-0.7,Manila Clam,0
7,1998,61.3,-0.7,Varnish Clam,0
7,1998,61.3,1.6,Butter Clam,0
7,1998,61.3,1.6,Littleneck Clam,1
7,1998,61.3,1.6,Manila Clam,1
7,1998,61.3,1.6,Varnish Clam,0
7,1998,61.3,6.1,Butter Clam,0
7,1998,61.3,6.1,Littleneck Clam,0
7,1998,61.3,6.1,Manila Clam,0
7,1998,61.3,6.1,Varnish Clam,0
7,1998,70.3,-9.4,Butter Clam,0
7,1998,70.3,-9.4,Littleneck Clam,1
7,1998,70.3,-9.4,Manila Clam,0
7,1998,70.3,-9.4,Varnish Clam,0
7,1998,70.3,0.8,Butter Clam,0
7,1998,70.3,0.8,Manila Clam,0
7,1998,70.3,0.8,Littleneck Clam,0
7,1998,70.3,0.8,Varnish Clam,0
7,1998,70.3,3.1,Butter Clam,0
7,1998,70.3,3.1,Littleneck Clam,0
7,1998,70.3,3.1,Manila Clam,0
7,1998,70.3,3.1,Varnish Clam,0
5,1999,10.8,-87.9,Butter Clam,1
5,1999,10.8,-87.9,Littleneck Clam,1
5,1999,10.8,-87.9,Manila Clam,0
5,1999,10.8,-87.9,Varnish Clam,0
5,1999,10.8,-66.3,Butter Clam,0
5,1999,10.8,-66.3,Littleneck Clam,1
5,1999,10.8,-66.3,Manila Clam,0
5,1999,10.8,-66.3,Varnish Clam,0
5,1999,10.8,-46.1,Butter Clam,0
5,1999,10.8,-46.1,Littleneck Clam,5
5,1999,10.8,-46.1,Manila Clam,109
5,1999,10.8,-46.1,Varnish Clam,0
5,1999,22.4,-84.1,Butter Clam,0
5,1999,22.4,-84.1,Littleneck Clam,3
5,1999,22.4,-84.1,Manila Clam,0
5,1999,22.4,-84.1,Varnish Clam,0
5,1999,22.4,-58.6,Butter Clam,59
5,1999,22.4,-58.6,Littleneck Clam,24
5,1999,22.4,-58.6,Manila Clam,0
5,1999,22.4,-58.6,Varnish Clam,0
5,1999,22.4,-24.1,Butter Clam,1
5,1999,22.4,-24.1,Littleneck Clam,4
5,1999,22.4,-24.1,Manila Clam,193
5,1999,22.4,-24.1,Varnish Clam,0
5,1999,28.6,-83.6,Butter Clam,0
5,1999,28.6,-83.6,Littleneck Clam,9
5,1999,28.6,-83.6,Manila Clam,0
5,1999,28.6,-83.6,Varnish Clam,0
5,1999,28.6,-66.6,Butter Clam,23
5,1999,28.6,-66.6,Littleneck Clam,13
5,1999,28.6,-66.6,Manila Clam,1
5,1999,28.6,-66.6,Varnish Clam,0
5,1999,28.6,-31.1,Butter Clam,3
5,1999,28.6,-31.1,Littleneck Clam,19
5,1999,28.6,-31.1,Manila Clam,53
5,1999,28.6,-31.1,Varnish Clam,0
5,1999,39.8,-78.9,Butter Clam,0
5,1999,39.8,-78.9,Littleneck Clam,14
5,1999,39.8,-78.9,Manila Clam,0
5,1999,39.8,-78.9,Varnish Clam,0
5,1999,39.8,-68.9,Butter Clam,14
5,1999,39.8,-68.9,Littleneck Clam,8
5,1999,39.8,-68.9,Manila Clam,0
5,1999,39.8,-68.9,Varnish Clam,0
5,1999,39.8,-16.6,Butter Clam,0
5,1999,39.8,-16.6,Littleneck Clam,12
5,1999,39.8,-16.6,Manila Clam,71
5,1999,39.8,-16.6,Varnish Clam,0
5,1999,46.4,-33.4,Butter Clam,7
5,1999,46.4,-33.4,Littleneck Clam,14
5,1999,46.4,-33.4,Manila Clam,102
5,1999,46.4,-33.4,Varnish Clam,0
5,1999,46.4,-25.7,Butter Clam,0
5,1999,46.4,-25.7,Littleneck Clam,2
5,1999,46.4,-25.7,Manila Clam,86
5,1999,46.4,-25.7,Varnish Clam,0
5,1999,46.4,-7,Butter Clam,1
5,1999,46.4,-7,Littleneck Clam,13
5,1999,46.4,-7,Manila Clam,53
5,1999,46.4,-7,Varnish Clam,0
7,1999,3,-37.3,Butter Clam,0
7,1999,3,-37.3,Littleneck Clam,0
7,1999,3,-37.3,Manila Clam,0
7,1999,3,-37.3,Varnish Clam,0
7,1999,3,-3.5,Butter Clam,0
7,1999,3,-3.5,Littleneck Clam,0
7,1999,3,-3.5,Manila Clam,0
7,1999,3,-3.5,Varnish Clam,0
7,1999,3,3.6,Butter Clam,0
7,1999,3,3.6,Littleneck Clam,0
7,1999,3,3.6,Manila Clam,0
7,1999,3,3.6,Varnish Clam,0
7,1999,32.6,-17.5,Butter Clam,1
7,1999,32.6,-17.5,Littleneck Clam,2
7,1999,32.6,-17.5,Manila Clam,1
7,1999,32.6,-17.5,Varnish Clam,0
7,1999,32.6,-2.1,Butter Clam,6
7,1999,32.6,-2.1,Littleneck Clam,4
7,1999,32.6,-2.1,Manila Clam,0
7,1999,32.6,-2.1,Varnish Clam,0
7,1999,32.6,4.3,Butter Clam,0
7,1999,32.6,4.3,Littleneck Clam,0
7,1999,32.6,4.3,Manila Clam,0
7,1999,32.6,4.3,Varnish Clam,0
7,1999,51.9,-15.6,Butter Clam,3
7,1999,51.9,-15.6,Littleneck Clam,1
7,1999,51.9,-15.6,Manila Clam,0
7,1999,51.9,-15.6,Varnish Clam,0
7,1999,51.9,-8.9,Butter Clam,3
7,1999,51.9,-8.9,Littleneck Clam,0
7,1999,51.9,-8.9,Manila Clam,0
7,1999,51.9,-8.9,Varnish Clam,0
7,1999,51.9,8.9,Butter Clam,0
7,1999,51.9,8.9,Littleneck Clam,0
7,1999,51.9,8.9,Manila Clam,0
7,1999,51.9,8.9,Varnish Clam,0
7,1999,70.6,-9.4,Butter Clam,1
7,1999,70.6,-9.4,Littleneck Clam,10
7,1999,70.6,-9.4,Manila Clam,0
7,1999,70.6,-9.4,Varnish Clam,0
7,1999,70.6,0,Butter Clam,0
7,1999,70.6,0,Littleneck Clam,0
7,1999,70.6,0,Manila Clam,0
7,1999,70.6,0,Varnish Clam,0
7,1999,70.6,30.1,Butter Clam,0
7,1999,70.6,30.1,Littleneck Clam,0
7,1999,70.6,30.1,Manila Clam,0
7,1999,70.6,30.1,Varnish Clam,0
7,1999,83.8,-25.4,Butter Clam,0
7,1999,83.8,-25.4,Littleneck Clam,0
7,1999,83.8,-25.4,Manila Clam,0
7,1999,83.8,-25.4,Varnish Clam,0
7,1999,83.8,1.1,Butter Clam,1
7,1999,83.8,1.1,Littleneck Clam,41
7,1999,83.8,1.1,Manila Clam,1
7,1999,83.8,1.1,Varnish Clam,0
7,1999,83.8,8.45,Butter Clam,0
7,1999,83.8,8.45,Littleneck Clam,0
7,1999,83.8,8.45,Manila Clam,0
7,1999,83.8,8.45,Varnish Clam,0
4,2000,5.9,-7.6,Butter Clam,0
4,2000,5.9,-7.6,Littleneck Clam,0
4,2000,5.9,-7.6,Manila Clam,0
4,2000,5.9,-7.6,Varnish Clam,0
4,2000,5.9,3.8,Butter Clam,0
4,2000,5.9,3.8,Littleneck Clam,2
4,2000,5.9,3.8,Manila Clam,6
4,2000,5.9,3.8,Varnish Clam,0
4,2000,5.9,9.5,Butter Clam,0
4,2000,5.9,9.5,Littleneck Clam,8
4,2000,5.9,9.5,Manila Clam,7
4,2000,5.9,9.5,Varnish Clam,0
4,2000,9.9,-8.4,Butter Clam,6
4,2000,9.9,-8.4,Littleneck Clam,2
4,2000,9.9,-8.4,Manila Clam,0
4,2000,9.9,-8.4,Varnish Clam,0
4,2000,9.9,0.4,Butter Clam,1
4,2000,9.9,0.4,Littleneck Clam,0
4,2000,9.9,0.4,Manila Clam,2
4,2000,9.9,0.4,Varnish Clam,0
4,2000,9.9,8.2,Butter Clam,0
4,2000,9.9,8.2,Littleneck Clam,3
4,2000,9.9,8.2,Manila Clam,6
4,2000,9.9,8.2,Varnish Clam,0
4,2000,23.3,-7.5,Butter Clam,20
4,2000,23.3,-7.5,Littleneck Clam,16
4,2000,23.3,-7.5,Manila Clam,0
4,2000,23.3,-7.5,Varnish Clam,0
4,2000,23.3,3.8,Butter Clam,4
4,2000,23.3,3.8,Littleneck Clam,8
4,2000,23.3,3.8,Manila Clam,4
4,2000,23.3,3.8,Varnish Clam,0
4,2000,23.3,11.3,Butter Clam,0
4,2000,23.3,11.3,Littleneck Clam,1
4,2000,23.3,11.3,Manila Clam,1
4,2000,23.3,11.3,Varnish Clam,0
4,2000,28.5,-1,Butter Clam,25
4,2000,28.5,-1,Littleneck Clam,18
4,2000,28.5,-1,Manila Clam,0
4,2000,28.5,-1,Varnish Clam,0
4,2000,28.5,3.3,Butter Clam,1
4,2000,28.5,3.3,Littleneck Clam,6
4,2000,28.5,3.3,Manila Clam,12
4,2000,28.5,3.3,Varnish Clam,0
4,2000,28.5,6.9,Butter Clam,0
4,2000,28.5,6.9,Littleneck Clam,9
4,2000,28.5,6.9,Manila Clam,17
4,2000,28.5,6.9,Varnish Clam,0
4,2000,40.4,-7.5,Butter Clam,8
4,2000,40.4,-7.5,Littleneck Clam,9
4,2000,40.4,-7.5,Manila Clam,2
4,2000,40.4,-7.5,Varnish Clam,0
4,2000,40.4,0.9,Butter Clam,1
4,2000,40.4,0.9,Littleneck Clam,10
4,2000,40.4,0.9,Manila Clam,17
4,2000,40.4,0.9,Varnish Clam,0
4,2000,40.4,20.6,Butter Clam,0
4,2000,40.4,20.6,Littleneck Clam,0
4,2000,40.4,20.6,Manila Clam,1
4,2000,40.4,20.6,Varnish Clam,0
5,2000,4,-97.9,Butter Clam,0
5,2000,4,-97.9,Littleneck Clam,2
5,2000,4,-97.9,Manila Clam,0
5,2000,4,-97.9,Varnish Clam,0
5,2000,4,-53.3,Butter Clam,0
5,2000,4,-53.3,Littleneck Clam,0
5,2000,4,-53.3,Manila Clam,7
5,2000,4,-53.3,Varnish Clam,0
5,2000,4,43.3,Butter Clam,0
5,2000,4,43.3,Littleneck Clam,0
5,2000,4,43.3,Manila Clam,0
5,2000,4,43.3,Varnish Clam,0
